interaction_id,date,agent,channel,country,contact_reason,resolution,aht_seconds,csat,satisfaction,week,csat_positive,dsat
INT-0346,2026-07-30,Agent 007,Call,Spain,Delivery Instructions,Resolved,459,3,Neutral,31,0,0
INT-0416,2026-07-30,Agent 008,Chat,Spain,Missing Items,Resolved,329,3,Neutral,31,0,0
INT-0755,2026-07-31,Agent 002,Chat,Spain,Payment Issue,Resolved,638,5,Satisfied,31,1,0
INT-0310,2026-07-31,Agent 020,Call,Portugal,Payment Issue,Not Resolved,694,2,Dissatisfied,31,0,1
INT-0305,2026-07-31,Agent 002,Call,Italy,Wrong Order,Resolved,783,3,Neutral,31,0,0
INT-0343,2026-07-31,Agent 009,Chat,Spain,Refund Request,Resolved,863,3,Neutral,31,0,0
INT-0370,2026-07-31,Agent 001,Chat,Spain,Promotion Issue,Resolved,413,4,Satisfied,31,1,0
INT-0017,2026-07-31,Agent 015,Chat,Spain,Refund Request,Partially Resolved,527,3,Neutral,31,0,0
INT-0712,2026-07-31,Agent 013,Chat,Spain,Missing Items,Resolved,408,4,Satisfied,31,1,0
INT-0700,2026-07-31,Agent 013,Call,Spain,Refund Request,Partially Resolved,724,3,Neutral,31,0,0
INT-0814,2026-07-31,Agent 020,Call,Spain,Refund Request,Partially Resolved,584,3,Neutral,31,0,0
INT-0403,2026-07-31,Agent 006,Call,Spain,Wrong Order,Resolved,749,4,Satisfied,31,1,0
INT-0029,2026-07-31,Agent 011,Chat,Spain,Late Delivery,Partially Resolved,388,3,Neutral,31,0,0
INT-0594,2026-07-31,Agent 019,Call,Portugal,Account Issue,Resolved,468,3,Neutral,31,0,0
INT-0825,2026-07-31,Agent 011,Chat,Portugal,Missing Items,Resolved,477,3,Neutral,31,0,0
INT-0325,2026-07-31,Agent 018,Chat,Portugal,Refund Request,Resolved,865,3,Neutral,31,0,0
INT-0501,2026-07-31,Agent 001,Chat,Spain,Wrong Order,Partially Resolved,523,4,Satisfied,31,1,0
INT-0626,2026-07-31,Agent 008,Email,Spain,Delivery Instructions,Partially Resolved,366,3,Neutral,31,0,0
INT-0096,2026-07-31,Agent 019,Email,Spain,Order Cancellation,Resolved,277,4,Satisfied,31,1,0
INT-0910,2026-07-31,Agent 019,Chat,Spain,Delivery Instructions,Partially Resolved,455,4,Satisfied,31,1,0
INT-0428,2026-07-31,Agent 016,Chat,Spain,Order Status,Resolved,362,4,Satisfied,31,1,0
INT-0950,2026-07-31,Agent 015,Chat,Spain,Late Delivery,Resolved,547,2,Dissatisfied,31,0,1
INT-0960,2026-07-31,Agent 017,Chat,Spain,Missing Items,Partially Resolved,501,4,Satisfied,31,1,0
INT-0964,2026-08-01,Agent 016,Call,Spain,Payment Issue,Resolved,557,4,Satisfied,31,1,0
INT-0733,2026-08-01,Agent 008,Chat,Portugal,Account Issue,Resolved,325,3,Neutral,31,0,0
INT-0088,2026-08-01,Agent 016,Call,Spain,Missing Items,Resolved,533,3,Neutral,31,0,0
INT-0341,2026-08-01,Agent 003,Call,Spain,Order Status,Resolved,312,4,Satisfied,31,1,0
INT-0607,2026-08-01,Agent 009,Call,Portugal,Wrong Order,Resolved,479,4,Satisfied,31,1,0
INT-0540,2026-08-01,Agent 004,Chat,Spain,Payment Issue,Resolved,601,3,Neutral,31,0,0
INT-0505,2026-08-01,Agent 013,Chat,Spain,Order Cancellation,Resolved,546,5,Satisfied,31,1,0
INT-0841,2026-08-01,Agent 017,Call,Portugal,Order Status,Resolved,469,4,Satisfied,31,1,0
INT-0206,2026-08-01,Agent 017,Email,Spain,Order Cancellation,Resolved,474,4,Satisfied,31,1,0
INT-0240,2026-08-01,Agent 012,Chat,Spain,Refund Request,Resolved,388,4,Satisfied,31,1,0
INT-0160,2026-08-01,Agent 012,Chat,Spain,Delivery Instructions,Resolved,264,4,Satisfied,31,1,0
INT-0292,2026-08-01,Agent 007,Email,Spain,Payment Issue,Resolved,489,5,Satisfied,31,1,0
INT-0445,2026-08-01,Agent 016,Email,Portugal,Wrong Order,Resolved,402,5,Satisfied,31,1,0
INT-0279,2026-08-01,Agent 004,Call,Portugal,Late Delivery,Resolved,138,5,Satisfied,31,1,0
INT-0057,2026-08-01,Agent 019,Chat,Portugal,Late Delivery,Resolved,299,4,Satisfied,31,1,0
INT-0519,2026-08-01,Agent 004,Chat,Spain,Refund Request,Resolved,751,5,Satisfied,31,1,0
INT-0845,2026-08-02,Agent 009,Chat,Spain,Delivery Instructions,Resolved,524,4,Satisfied,31,1,0
INT-0913,2026-08-02,Agent 012,Chat,Spain,Order Status,Resolved,393,5,Satisfied,31,1,0
INT-0647,2026-08-02,Agent 015,Call,Spain,Order Status,Partially Resolved,413,3,Neutral,31,0,0
INT-0551,2026-08-02,Agent 019,Email,Spain,Order Status,Resolved,267,5,Satisfied,31,1,0
INT-0961,2026-08-02,Agent 008,Call,Spain,Payment Issue,Not Resolved,800,2,Dissatisfied,31,0,1
INT-0001,2026-08-02,Agent 020,Chat,Portugal,Late Delivery,Resolved,593,2,Dissatisfied,31,0,1
INT-0232,2026-08-02,Agent 013,Chat,Spain,Refund Request,Resolved,549,3,Neutral,31,0,0
INT-0139,2026-08-02,Agent 011,Chat,Spain,Account Issue,Resolved,460,4,Satisfied,31,1,0
INT-0436,2026-08-02,Agent 020,Chat,Portugal,Payment Issue,Resolved,933,4,Satisfied,31,1,0
INT-0177,2026-08-02,Agent 008,Call,Spain,Order Status,Resolved,343,4,Satisfied,31,1,0
INT-0400,2026-08-02,Agent 006,Call,Spain,Late Delivery,Resolved,630,3,Neutral,31,0,0
INT-0053,2026-08-02,Agent 007,Call,Spain,Payment Issue,Resolved,717,3,Neutral,31,0,0
INT-0093,2026-08-02,Agent 007,Call,Portugal,Payment Issue,Resolved,908,2,Dissatisfied,31,0,1
INT-0268,2026-08-02,Agent 003,Chat,Spain,Delivery Instructions,Resolved,588,4,Satisfied,31,1,0
INT-0132,2026-08-02,Agent 015,Chat,Spain,Order Status,Partially Resolved,331,3,Neutral,31,0,0
INT-0333,2026-08-02,Agent 015,Chat,Spain,Payment Issue,Resolved,356,5,Satisfied,31,1,0
INT-0360,2026-08-02,Agent 001,Call,Italy,Late Delivery,Resolved,282,5,Satisfied,31,1,0
INT-0483,2026-08-02,Agent 017,Chat,Spain,Order Status,Resolved,331,5,Satisfied,31,1,0
INT-0808,2026-08-03,Agent 018,Call,Portugal,Missing Items,Resolved,634,3,Neutral,32,0,0
INT-0792,2026-08-03,Agent 008,Call,Spain,Promotion Issue,Partially Resolved,309,4,Satisfied,32,1,0
INT-0751,2026-08-03,Agent 018,Chat,Spain,Order Cancellation,Resolved,253,5,Satisfied,32,1,0
INT-0152,2026-08-03,Agent 009,Email,Portugal,Payment Issue,Resolved,526,4,Satisfied,32,1,0
INT-0879,2026-08-03,Agent 010,Call,Spain,Delivery Instructions,Resolved,589,5,Satisfied,32,1,0
INT-0383,2026-08-03,Agent 001,Chat,Spain,Promotion Issue,Not Resolved,450,3,Neutral,32,0,0
INT-0135,2026-08-03,Agent 011,Call,Spain,Refund Request,Partially Resolved,918,2,Dissatisfied,32,0,1
INT-0280,2026-08-03,Agent 007,Call,Italy,Order Status,Resolved,215,4,Satisfied,32,1,0
INT-0221,2026-08-03,Agent 016,Chat,Italy,Order Status,Resolved,440,3,Neutral,32,0,0
INT-0844,2026-08-03,Agent 014,Call,Spain,Order Status,Resolved,313,4,Satisfied,32,1,0
INT-0908,2026-08-03,Agent 017,Call,Spain,Delivery Instructions,Resolved,464,3,Neutral,32,0,0
INT-0022,2026-08-03,Agent 003,Chat,Spain,Order Cancellation,Partially Resolved,463,3,Neutral,32,0,0
INT-0438,2026-08-03,Agent 007,Chat,Spain,Refund Request,Partially Resolved,565,3,Neutral,32,0,0
INT-0543,2026-08-03,Agent 015,Call,Spain,Late Delivery,Resolved,584,3,Neutral,32,0,0
INT-0040,2026-08-03,Agent 001,Chat,Spain,Payment Issue,Partially Resolved,597,2,Dissatisfied,32,0,1
INT-0539,2026-08-03,Agent 013,Chat,Portugal,Payment Issue,Resolved,563,4,Satisfied,32,1,0
INT-0948,2026-08-03,Agent 005,Call,Spain,Wrong Order,Resolved,632,3,Neutral,32,0,0
INT-0409,2026-08-03,Agent 001,Chat,Spain,Order Status,Resolved,327,4,Satisfied,32,1,0
INT-0056,2026-08-03,Agent 001,Call,Spain,Late Delivery,Resolved,286,4,Satisfied,32,1,0
INT-0651,2026-08-03,Agent 016,Call,Spain,Missing Items,Not Resolved,519,2,Dissatisfied,32,0,1
INT-0593,2026-08-04,Agent 020,Chat,Spain,Promotion Issue,Resolved,405,5,Satisfied,32,1,0
INT-0328,2026-08-04,Agent 009,Chat,Spain,Wrong Order,Resolved,717,4,Satisfied,32,1,0
INT-0372,2026-08-04,Agent 017,Chat,Italy,Late Delivery,Resolved,237,5,Satisfied,32,1,0
INT-0681,2026-08-04,Agent 016,Chat,Spain,Refund Request,Resolved,474,5,Satisfied,32,1,0
INT-0936,2026-08-04,Agent 001,Chat,Spain,Payment Issue,Resolved,551,4,Satisfied,32,1,0
INT-0982,2026-08-04,Agent 007,Call,Spain,Delivery Instructions,Resolved,448,4,Satisfied,32,1,0
INT-0384,2026-08-04,Agent 015,Call,Spain,Late Delivery,Resolved,658,3,Neutral,32,0,0
INT-0415,2026-08-04,Agent 001,Call,Spain,Refund Request,Resolved,755,5,Satisfied,32,1,0
INT-0111,2026-08-04,Agent 010,Call,Spain,Order Status,Resolved,320,4,Satisfied,32,1,0
INT-0350,2026-08-04,Agent 014,Chat,Spain,Delivery Instructions,Resolved,461,2,Dissatisfied,32,0,1
INT-0718,2026-08-04,Agent 004,Chat,Spain,Refund Request,Resolved,659,4,Satisfied,32,1,0
INT-0876,2026-08-04,Agent 008,Chat,Spain,Wrong Order,Not Resolved,657,2,Dissatisfied,32,0,1
INT-0260,2026-08-04,Agent 010,Chat,Italy,Order Status,Not Resolved,140,3,Neutral,32,0,0
INT-0465,2026-08-04,Agent 017,Call,Spain,Promotion Issue,Resolved,489,4,Satisfied,32,1,0
INT-0586,2026-08-04,Agent 016,Email,Italy,Payment Issue,Resolved,442,4,Satisfied,32,1,0
INT-0585,2026-08-04,Agent 016,Call,Italy,Order Cancellation,Resolved,428,3,Neutral,32,0,0
INT-0166,2026-08-04,Agent 011,Chat,Portugal,Late Delivery,Partially Resolved,469,2,Dissatisfied,32,0,1
INT-0839,2026-08-04,Agent 011,Chat,Spain,Delivery Instructions,Not Resolved,424,5,Satisfied,32,1,0
INT-0472,2026-08-04,Agent 013,Chat,Portugal,Refund Request,Resolved,695,3,Neutral,32,0,0
INT-0852,2026-08-04,Agent 004,Call,Spain,Late Delivery,Resolved,425,4,Satisfied,32,1,0
INT-0273,2026-08-04,Agent 007,Call,Spain,Delivery Instructions,Not Resolved,346,1,Dissatisfied,32,0,1
INT-0972,2026-08-05,Agent 015,Chat,Spain,Payment Issue,Not Resolved,851,1,Dissatisfied,32,0,1
INT-0921,2026-08-05,Agent 004,Email,Portugal,Order Status,Resolved,296,5,Satisfied,32,1,0
INT-0396,2026-08-05,Agent 019,Chat,Spain,Payment Issue,Resolved,616,4,Satisfied,32,1,0
INT-0188,2026-08-05,Agent 016,Call,Spain,Missing Items,Resolved,296,4,Satisfied,32,1,0
INT-0740,2026-08-05,Agent 009,Chat,Spain,Wrong Order,Not Resolved,859,2,Dissatisfied,32,0,1
INT-0934,2026-08-05,Agent 001,Call,Italy,Delivery Instructions,Resolved,476,4,Satisfied,32,1,0
INT-0298,2026-08-05,Agent 010,Chat,Spain,Order Cancellation,Resolved,492,5,Satisfied,32,1,0
INT-0496,2026-08-05,Agent 017,Chat,Spain,Order Cancellation,Resolved,216,4,Satisfied,32,1,0
INT-0962,2026-08-05,Agent 013,Chat,Spain,Order Cancellation,Resolved,350,4,Satisfied,32,1,0
INT-0454,2026-08-05,Agent 004,Call,Italy,Missing Items,Resolved,625,4,Satisfied,32,1,0
INT-0793,2026-08-05,Agent 010,Call,Spain,Missing Items,Resolved,443,4,Satisfied,32,1,0
INT-0413,2026-08-06,Agent 002,Email,Italy,Order Status,Resolved,311,5,Satisfied,32,1,0
INT-0550,2026-08-06,Agent 020,Chat,Spain,Wrong Order,Resolved,435,5,Satisfied,32,1,0
INT-0282,2026-08-06,Agent 013,Call,Italy,Refund Request,Partially Resolved,706,2,Dissatisfied,32,0,1
INT-0281,2026-08-06,Agent 019,Chat,Portugal,Missing Items,Resolved,615,4,Satisfied,32,1,0
INT-0070,2026-08-06,Agent 014,Chat,Spain,Refund Request,Resolved,673,4,Satisfied,32,1,0
INT-0065,2026-08-06,Agent 010,Chat,Portugal,Missing Items,Resolved,441,3,Neutral,32,0,0
INT-0942,2026-08-06,Agent 005,Call,Spain,Missing Items,Resolved,634,3,Neutral,32,0,0
INT-0967,2026-08-06,Agent 004,Chat,Spain,Payment Issue,Resolved,592,4,Satisfied,32,1,0
INT-0969,2026-08-06,Agent 013,Call,Spain,Order Status,Partially Resolved,226,5,Satisfied,32,1,0
INT-0381,2026-08-06,Agent 018,Call,Spain,Wrong Order,Resolved,926,3,Neutral,32,0,0
INT-0634,2026-08-06,Agent 004,Chat,Spain,Payment Issue,Resolved,878,4,Satisfied,32,1,0
INT-0500,2026-08-06,Agent 008,Call,Spain,Order Cancellation,Partially Resolved,511,5,Satisfied,32,1,0
INT-0528,2026-08-06,Agent 010,Call,Spain,Late Delivery,Partially Resolved,664,4,Satisfied,32,1,0
INT-0616,2026-08-06,Agent 017,Chat,Spain,Late Delivery,Resolved,525,4,Satisfied,32,1,0
INT-0618,2026-08-06,Agent 002,Call,Italy,Order Cancellation,Resolved,464,4,Satisfied,32,1,0
INT-0478,2026-08-06,Agent 014,Call,Spain,Payment Issue,Resolved,447,4,Satisfied,32,1,0
INT-0711,2026-08-07,Agent 011,Call,Spain,Late Delivery,Resolved,803,5,Satisfied,32,1,0
INT-0842,2026-08-07,Agent 005,Chat,Spain,Late Delivery,Resolved,640,4,Satisfied,32,1,0
INT-0211,2026-08-07,Agent 002,Chat,Italy,Wrong Order,Resolved,371,4,Satisfied,32,1,0
INT-0833,2026-08-07,Agent 013,Call,Spain,Payment Issue,Resolved,311,5,Satisfied,32,1,0
INT-0829,2026-08-07,Agent 006,Chat,Spain,Order Cancellation,Resolved,551,3,Neutral,32,0,0
INT-0133,2026-08-07,Agent 019,Chat,Spain,Payment Issue,Partially Resolved,605,4,Satisfied,32,1,0
INT-0625,2026-08-07,Agent 006,Call,Spain,Order Status,Partially Resolved,345,3,Neutral,32,0,0
INT-0572,2026-08-07,Agent 010,Call,Italy,Account Issue,Resolved,600,4,Satisfied,32,1,0
INT-0398,2026-08-07,Agent 002,Call,Spain,Payment Issue,Not Resolved,638,3,Neutral,32,0,0
INT-0931,2026-08-07,Agent 009,Chat,Spain,Refund Request,Resolved,801,3,Neutral,32,0,0
INT-0303,2026-08-07,Agent 020,Chat,Italy,Payment Issue,Resolved,647,4,Satisfied,32,1,0
INT-0781,2026-08-07,Agent 003,Chat,Spain,Refund Request,Resolved,609,4,Satisfied,32,1,0
INT-0624,2026-08-07,Agent 004,Chat,Portugal,Missing Items,Resolved,462,3,Neutral,32,0,0
INT-0716,2026-08-07,Agent 005,Chat,Portugal,Order Status,Resolved,376,3,Neutral,32,0,0
INT-0010,2026-08-07,Agent 001,Call,Spain,Missing Items,Resolved,685,5,Satisfied,32,1,0
INT-0632,2026-08-07,Agent 014,Chat,Spain,Wrong Order,Partially Resolved,621,1,Dissatisfied,32,0,1
INT-0014,2026-08-07,Agent 008,Chat,Spain,Missing Items,Resolved,507,4,Satisfied,32,1,0
INT-0379,2026-08-07,Agent 002,Chat,Spain,Payment Issue,Partially Resolved,457,3,Neutral,32,0,0
INT-0720,2026-08-07,Agent 020,Chat,Spain,Wrong Order,Resolved,731,4,Satisfied,32,1,0
INT-0578,2026-08-07,Agent 009,Email,Spain,Missing Items,Resolved,474,4,Satisfied,32,1,0
INT-0453,2026-08-07,Agent 001,Call,Spain,Missing Items,Resolved,640,3,Neutral,32,0,0
INT-0788,2026-08-08,Agent 004,Chat,Spain,Missing Items,Resolved,486,5,Satisfied,32,1,0
INT-0990,2026-08-08,Agent 020,Call,Italy,Order Status,Partially Resolved,482,4,Satisfied,32,1,0
INT-0538,2026-08-08,Agent 014,Email,Spain,Order Cancellation,Resolved,282,3,Neutral,32,0,0
INT-0144,2026-08-08,Agent 020,Chat,Spain,Missing Items,Resolved,466,4,Satisfied,32,1,0
INT-0485,2026-08-08,Agent 005,Chat,Spain,Delivery Instructions,Resolved,399,5,Satisfied,32,1,0
INT-0048,2026-08-08,Agent 015,Call,Spain,Refund Request,Resolved,678,5,Satisfied,32,1,0
INT-0890,2026-08-08,Agent 012,Chat,Spain,Late Delivery,Resolved,445,5,Satisfied,32,1,0
INT-0705,2026-08-08,Agent 013,Chat,Spain,Refund Request,Resolved,754,4,Satisfied,32,1,0
INT-0083,2026-08-08,Agent 013,Chat,Spain,Late Delivery,Resolved,388,4,Satisfied,32,1,0
INT-0444,2026-08-08,Agent 014,Chat,Italy,Wrong Order,Resolved,436,4,Satisfied,32,1,0
INT-0364,2026-08-08,Agent 014,Chat,Portugal,Order Status,Resolved,450,5,Satisfied,32,1,0
INT-0783,2026-08-08,Agent 004,Chat,Spain,Order Cancellation,Resolved,663,3,Neutral,32,0,0
INT-0779,2026-08-08,Agent 009,Call,Portugal,Payment Issue,Partially Resolved,604,3,Neutral,32,0,0
INT-0695,2026-08-08,Agent 018,Call,Portugal,Refund Request,Resolved,561,4,Satisfied,32,1,0
INT-0675,2026-08-09,Agent 020,Chat,Spain,Payment Issue,Resolved,436,3,Neutral,32,0,0
INT-0259,2026-08-09,Agent 013,Call,Portugal,Wrong Order,Resolved,703,4,Satisfied,32,1,0
INT-0811,2026-08-09,Agent 003,Call,Spain,Delivery Instructions,Not Resolved,543,2,Dissatisfied,32,0,1
INT-0191,2026-08-09,Agent 020,Chat,Spain,Payment Issue,Resolved,680,4,Satisfied,32,1,0
INT-0775,2026-08-09,Agent 014,Chat,Spain,Order Cancellation,Resolved,527,5,Satisfied,32,1,0
INT-0104,2026-08-09,Agent 008,Chat,Spain,Wrong Order,Resolved,728,3,Neutral,32,0,0
INT-0079,2026-08-09,Agent 005,Chat,Spain,Wrong Order,Not Resolved,435,2,Dissatisfied,32,0,1
INT-0909,2026-08-09,Agent 020,Chat,Spain,Refund Request,Resolved,544,5,Satisfied,32,1,0
INT-0034,2026-08-09,Agent 016,Call,Spain,Promotion Issue,Partially Resolved,407,2,Dissatisfied,32,0,1
INT-0141,2026-08-09,Agent 016,Chat,Spain,Order Status,Resolved,316,4,Satisfied,32,1,0
INT-0893,2026-08-09,Agent 003,Call,Portugal,Account Issue,Not Resolved,668,4,Satisfied,32,1,0
INT-0533,2026-08-09,Agent 010,Chat,Spain,Refund Request,Resolved,593,4,Satisfied,32,1,0
INT-0568,2026-08-10,Agent 015,Chat,Spain,Order Status,Resolved,580,4,Satisfied,33,1,0
INT-0297,2026-08-10,Agent 008,Chat,Portugal,Refund Request,Resolved,722,3,Neutral,33,0,0
INT-0089,2026-08-10,Agent 002,Chat,Spain,Promotion Issue,Resolved,250,4,Satisfied,33,1,0
INT-0419,2026-08-10,Agent 018,Chat,Spain,Refund Request,Partially Resolved,758,4,Satisfied,33,1,0
INT-0699,2026-08-10,Agent 010,Call,Spain,Refund Request,Resolved,885,3,Neutral,33,0,0
INT-0558,2026-08-10,Agent 011,Chat,Spain,Order Cancellation,Resolved,549,4,Satisfied,33,1,0
INT-0984,2026-08-10,Agent 002,Call,Spain,Missing Items,Not Resolved,803,2,Dissatisfied,33,0,1
INT-0009,2026-08-10,Agent 010,Chat,Spain,Wrong Order,Resolved,530,3,Neutral,33,0,0
INT-0460,2026-08-10,Agent 018,Email,Spain,Order Status,Resolved,347,4,Satisfied,33,1,0
INT-0307,2026-08-10,Agent 009,Chat,Spain,Late Delivery,Resolved,526,4,Satisfied,33,1,0
INT-0748,2026-08-10,Agent 018,Call,Portugal,Payment Issue,Resolved,696,3,Neutral,33,0,0
INT-0156,2026-08-10,Agent 017,Chat,Portugal,Refund Request,Resolved,688,5,Satisfied,33,1,0
INT-0411,2026-08-10,Agent 013,Chat,Italy,Order Status,Not Resolved,349,4,Satisfied,33,1,0
INT-0504,2026-08-10,Agent 012,Email,Spain,Wrong Order,Partially Resolved,649,4,Satisfied,33,1,0
INT-0186,2026-08-10,Agent 019,Email,Spain,Late Delivery,Resolved,493,5,Satisfied,33,1,0
INT-0261,2026-08-10,Agent 009,Chat,Portugal,Wrong Order,Resolved,714,4,Satisfied,33,1,0
INT-0531,2026-08-10,Agent 005,Chat,Spain,Promotion Issue,Partially Resolved,610,4,Satisfied,33,1,0
INT-0871,2026-08-10,Agent 004,Chat,Spain,Missing Items,Resolved,455,5,Satisfied,33,1,0
INT-0134,2026-08-10,Agent 009,Chat,Spain,Account Issue,Partially Resolved,417,3,Neutral,33,0,0
INT-0573,2026-08-10,Agent 007,Chat,Portugal,Order Cancellation,Resolved,493,3,Neutral,33,0,0
INT-0530,2026-08-10,Agent 012,Call,Spain,Missing Items,Not Resolved,500,1,Dissatisfied,33,0,1
INT-0200,2026-08-11,Agent 018,Chat,Spain,Refund Request,Not Resolved,678,3,Neutral,33,0,0
INT-0882,2026-08-11,Agent 011,Chat,Spain,Late Delivery,Resolved,562,4,Satisfied,33,1,0
INT-0724,2026-08-11,Agent 001,Call,Spain,Delivery Instructions,Resolved,633,5,Satisfied,33,1,0
INT-0596,2026-08-11,Agent 004,Chat,Spain,Late Delivery,Resolved,472,4,Satisfied,33,1,0
INT-0562,2026-08-11,Agent 003,Chat,Spain,Missing Items,Not Resolved,296,2,Dissatisfied,33,0,1
INT-0283,2026-08-11,Agent 014,Call,Spain,Refund Request,Resolved,324,2,Dissatisfied,33,0,1
INT-0574,2026-08-11,Agent 019,Call,Spain,Payment Issue,Partially Resolved,343,3,Neutral,33,0,0
INT-0319,2026-08-11,Agent 008,Chat,Spain,Order Cancellation,Resolved,368,4,Satisfied,33,1,0
INT-0061,2026-08-11,Agent 017,Call,Italy,Delivery Instructions,Partially Resolved,310,3,Neutral,33,0,0
INT-0922,2026-08-11,Agent 019,Chat,Spain,Order Status,Resolved,199,3,Neutral,33,0,0
INT-0604,2026-08-11,Agent 002,Chat,Spain,Payment Issue,Resolved,507,5,Satisfied,33,1,0
INT-0182,2026-08-11,Agent 009,Chat,Spain,Refund Request,Resolved,817,5,Satisfied,33,1,0
INT-0462,2026-08-11,Agent 001,Email,Portugal,Wrong Order,Resolved,588,4,Satisfied,33,1,0
INT-0639,2026-08-11,Agent 010,Chat,Spain,Wrong Order,Partially Resolved,404,3,Neutral,33,0,0
INT-0555,2026-08-12,Agent 017,Call,Spain,Payment Issue,Partially Resolved,554,3,Neutral,33,0,0
INT-0272,2026-08-12,Agent 004,Chat,Spain,Account Issue,Not Resolved,388,2,Dissatisfied,33,0,1
INT-0818,2026-08-12,Agent 009,Chat,Spain,Refund Request,Not Resolved,810,1,Dissatisfied,33,0,1
INT-0420,2026-08-12,Agent 004,Chat,Spain,Late Delivery,Resolved,450,3,Neutral,33,0,0
INT-0645,2026-08-12,Agent 010,Chat,Spain,Order Status,Resolved,436,5,Satisfied,33,1,0
INT-0423,2026-08-12,Agent 015,Email,Spain,Order Status,Partially Resolved,306,4,Satisfied,33,1,0
INT-0738,2026-08-12,Agent 004,Chat,Spain,Wrong Order,Resolved,575,4,Satisfied,33,1,0
INT-0179,2026-08-12,Agent 011,Chat,Italy,Delivery Instructions,Partially Resolved,572,4,Satisfied,33,1,0
INT-0725,2026-08-12,Agent 017,Chat,Spain,Late Delivery,Resolved,552,4,Satisfied,33,1,0
INT-0805,2026-08-12,Agent 008,Call,Spain,Account Issue,Resolved,334,2,Dissatisfied,33,0,1
INT-0254,2026-08-12,Agent 007,Chat,Spain,Late Delivery,Resolved,451,4,Satisfied,33,1,0
INT-0511,2026-08-12,Agent 006,Call,Spain,Promotion Issue,Not Resolved,500,2,Dissatisfied,33,0,1
INT-0848,2026-08-12,Agent 005,Chat,Portugal,Payment Issue,Not Resolved,564,3,Neutral,33,0,0
INT-0633,2026-08-13,Agent 017,Chat,Spain,Order Cancellation,Resolved,490,3,Neutral,33,0,0
INT-0664,2026-08-13,Agent 002,Call,Portugal,Refund Request,Resolved,733,4,Satisfied,33,1,0
INT-0074,2026-08-13,Agent 018,Chat,Spain,Order Status,Resolved,195,3,Neutral,33,0,0
INT-0658,2026-08-13,Agent 013,Chat,Spain,Refund Request,Resolved,781,4,Satisfied,33,1,0
INT-0832,2026-08-13,Agent 015,Chat,Spain,Order Cancellation,Resolved,861,4,Satisfied,33,1,0
INT-0914,2026-08-13,Agent 019,Chat,Portugal,Wrong Order,Resolved,804,2,Dissatisfied,33,0,1
INT-0758,2026-08-13,Agent 001,Call,Portugal,Missing Items,Resolved,532,3,Neutral,33,0,0
INT-0930,2026-08-13,Agent 003,Chat,Portugal,Late Delivery,Resolved,552,3,Neutral,33,0,0
INT-0977,2026-08-13,Agent 006,Call,Spain,Payment Issue,Not Resolved,509,2,Dissatisfied,33,0,1
INT-0123,2026-08-13,Agent 018,Call,Portugal,Missing Items,Resolved,830,4,Satisfied,33,1,0
INT-0155,2026-08-13,Agent 005,Call,Spain,Missing Items,Resolved,614,3,Neutral,33,0,0
INT-0314,2026-08-14,Agent 003,Call,Italy,Payment Issue,Resolved,792,4,Satisfied,33,1,0
INT-0928,2026-08-14,Agent 011,Call,Spain,Wrong Order,Resolved,678,4,Satisfied,33,1,0
INT-0265,2026-08-14,Agent 018,Email,Italy,Order Cancellation,Resolved,502,4,Satisfied,33,1,0
INT-0600,2026-08-14,Agent 013,Chat,Spain,Order Status,Resolved,332,4,Satisfied,33,1,0
INT-0203,2026-08-14,Agent 009,Chat,Italy,Payment Issue,Resolved,774,4,Satisfied,33,1,0
INT-0502,2026-08-14,Agent 012,Chat,Spain,Wrong Order,Partially Resolved,846,4,Satisfied,33,1,0
INT-0619,2026-08-14,Agent 005,Email,Spain,Missing Items,Resolved,549,5,Satisfied,33,1,0
INT-0146,2026-08-14,Agent 008,Chat,Portugal,Promotion Issue,Resolved,395,5,Satisfied,33,1,0
INT-0441,2026-08-14,Agent 013,Call,Spain,Promotion Issue,Resolved,503,3,Neutral,33,0,0
INT-0655,2026-08-14,Agent 010,Email,Spain,Order Status,Resolved,428,4,Satisfied,33,1,0
INT-0033,2026-08-14,Agent 003,Chat,Spain,Account Issue,Resolved,434,3,Neutral,33,0,0
INT-0212,2026-08-14,Agent 013,Call,Portugal,Wrong Order,Resolved,557,4,Satisfied,33,1,0
INT-0227,2026-08-15,Agent 004,Chat,Portugal,Promotion Issue,Resolved,295,3,Neutral,33,0,0
INT-0027,2026-08-15,Agent 015,Call,Spain,Refund Request,Resolved,639,4,Satisfied,33,1,0
INT-0304,2026-08-15,Agent 017,Chat,Italy,Wrong Order,Partially Resolved,480,3,Neutral,33,0,0
INT-0043,2026-08-15,Agent 003,Call,Spain,Promotion Issue,Resolved,550,4,Satisfied,33,1,0
INT-0736,2026-08-15,Agent 011,Call,Italy,Order Status,Partially Resolved,496,3,Neutral,33,0,0
INT-0743,2026-08-15,Agent 004,Chat,Spain,Account Issue,Resolved,390,4,Satisfied,33,1,0
INT-0045,2026-08-15,Agent 007,Chat,Spain,Wrong Order,Resolved,816,5,Satisfied,33,1,0
INT-0306,2026-08-15,Agent 016,Chat,Spain,Late Delivery,Resolved,410,4,Satisfied,33,1,0
INT-0611,2026-08-15,Agent 001,Chat,Spain,Missing Items,Not Resolved,590,3,Neutral,33,0,0
INT-0451,2026-08-15,Agent 008,Email,Spain,Missing Items,Resolved,328,5,Satisfied,33,1,0
